,timestamp,ent,type,new_ent
24,2024-06-28,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
24,2024-06-28,2:2,REQUIREMENT,2:2
25,2024-06-28,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
25,2024-06-28,systems analysis,H_SKILL,SYSTEMS ANALYSIS
25,2024-06-28,designing and deploying an app for patients,H_SKILL,DESIGNING AND DEPLOYING AN APP FOR PATIENTS
25,2024-06-28,2:1,REQUIREMENT,2:1
26,2024-06-28,Microsoft,LANG_FRAM,MICROSOFT
26,2024-06-28,work collaboratively,S_SKILL,COLLABORATION AND TEAMWORK
26,2024-06-28,Microsoft Azure,LANG_FRAM,MICROSOFT AZURE
26,2024-06-28,Microsoft 365,LANG_FRAM,MICROSOFT 365
26,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
26,2024-06-28,development,H_SKILL,DEVELOPMENT
26,2024-06-28,SharePoint,LANG_FRAM,SHAREPOINT
26,2024-06-28,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
26,2024-06-28,Power BI,LANG_FRAM,POWER BI
26,2024-06-28,Collaborating,S_SKILL,COLLABORATION AND TEAMWORK
26,2024-06-28,Microsoft Azure,LANG_FRAM,MICROSOFT AZURE
26,2024-06-28,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
26,2024-06-28,database driven solutions,H_SKILL,DATABASE DRIVEN SOLUTIONS
26,2024-06-28,Writing code,H_SKILL,WRITING CODE
26,2024-06-28,Python,LANG_FRAM,PYTHON
26,2024-06-28,Javascript,LANG_FRAM,JAVASCRIPT
26,2024-06-28,CSS,LANG_FRAM,CSS
26,2024-06-28,HTML,LANG_FRAM,HTML
26,2024-06-28,JSON,LANG_FRAM,JSON
26,2024-06-28,REST APIs,LANG_FRAM,"APIS (SOAP, REST, ETC.)"
26,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
26,2024-06-28,Comfortable scoping projects,S_SKILL,COMFORTABLE SCOPING PROJECTS
26,2024-06-28,solve problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
26,2024-06-28,LUR,H_SKILL,LUR
26,2024-06-28,2:1,REQUIREMENT,2:1
26,2024-06-28,Microsoft,LANG_FRAM,MICROSOFT
26,2024-06-28,Power BI,LANG_FRAM,POWER BI
26,2024-06-28,Power Automate,LANG_FRAM,POWER AUTOMATE
26,2024-06-28,Python,LANG_FRAM,PYTHON
26,2024-06-28,JavaScript,LANG_FRAM,JAVASCRIPT
26,2024-06-28,CSS,LANG_FRAM,CSS
26,2024-06-28,HTML,LANG_FRAM,HTML
26,2024-06-28,JSON,LANG_FRAM,JSON
26,2024-06-28,REST APIs,LANG_FRAM,"APIS (SOAP, REST, ETC.)"
26,2024-06-28,Microsoft certifications,LANG_FRAM,MICROSOFT CERTIFICATIONS
26,2024-06-28,Microsoft,LANG_FRAM,MICROSOFT
26,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
26,2024-06-28,Microsoft Azure,LANG_FRAM,MICROSOFT AZURE
27,2024-06-28,network infrastructure,H_SKILL,NETWORK INFRASTRUCTURE
27,2024-06-28,understanding of data security and emerging technologies,H_SKILL,UNDERSTANDING OF DATA SECURITY AND EMERGING TECHNOLOGIES
27,2024-06-28,leadership,S_SKILL,LEADERSHIP
27,2024-06-28,management,S_SKILL,MANAGEMENT
27,2024-06-28,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
27,2024-06-28,communicate effectively,S_SKILL,COMMUNICATION
27,2024-06-28,Bachelor's degree,REQUIREMENT,BACHELOR'S
28,2024-06-28,Java,LANG_FRAM,JAVA
28,2024-06-28,AWS,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
28,2024-06-28,Agile,H_SKILL,AGILE
28,2024-06-28,attention to detail,S_SKILL,ATTENTION TO DETAIL
28,2024-06-28,analytical skills,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
28,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
28,2024-06-28,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
28,2024-06-28,drive to find appropriate solutions,S_SKILL,DRIVE TO FIND APPROPRIATE SOLUTIONS
28,2024-06-28,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
29,2024-06-28,Portaltech,LANG_FRAM,PORTALTECH
29,2024-06-28,Portaltech,LANG_FRAM,PORTALTECH
29,2024-06-28,SAP,LANG_FRAM,SAP
29,2024-06-28,Portaltech,LANG_FRAM,PORTALTECH
29,2024-06-28,technical expertise,H_SKILL,TECHNICAL EXPERTISE
29,2024-06-28,SAP,LANG_FRAM,SAP
29,2024-06-28,SAP,LANG_FRAM,SAP
29,2024-06-28,develop and enhance product features,H_SKILL,DEVELOP AND ENHANCE PRODUCT FEATURES
29,2024-06-28,Java,LANG_FRAM,JAVA
29,2024-06-28,Selenium,LANG_FRAM,SELENIUM
29,2024-06-28,Cucumber,LANG_FRAM,CUCUMBER
29,2024-06-28,Create and execute regression tests,H_SKILL,CREATE AND EXECUTE REGRESSION TESTS
29,2024-06-28,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
29,2024-06-28,sprint planning,H_SKILL,SPRINT PLANNING
29,2024-06-28,2.1,REQUIREMENT,2:1
29,2024-06-28,Bachelor's degree,REQUIREMENT,BACHELOR'S
29,2024-06-28,Java,LANG_FRAM,JAVA
29,2024-06-28,Automation testing,H_SKILL,TESTING
29,2024-06-28,application and database servers,H_SKILL,APPLICATION AND DATABASE SERVERS
29,2024-06-28,storage,H_SKILL,STORAGE
29,2024-06-28,computing,H_SKILL,COMPUTING
29,2024-06-28,Git,LANG_FRAM,"VERSION CONTROL (GIT, GITHUB, GITLAB, ETC.)"
29,2024-06-28,Bitbucket,LANG_FRAM,BITBUCKET
29,2024-06-28,SAP Commerce (Hybris),LANG_FRAM,SAP COMMERCE (HYBRIS)
29,2024-06-28,API Automation testing,LANG_FRAM,"APIS (SOAP, REST, ETC.)"
29,2024-06-28,CI/CD,H_SKILL,CI/CD
29,2024-06-28,Jenkins,LANG_FRAM,JENKINS
29,2024-06-28,continuous integration testing,H_SKILL,CI/CD
29,2024-06-28,Azure,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
29,2024-06-28,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
29,2024-06-28,continuously learning,S_SKILL,WILLING TO LEARN
30,2024-06-28,DevOps,H_SKILL,DEVOPS
30,2024-06-28,DevOps,H_SKILL,DEVOPS
30,2024-06-28,demonstratable understanding of key,H_SKILL,DEMONSTRATABLE UNDERSTANDING OF KEY
30,2024-06-28,DevOps,H_SKILL,DEVOPS
30,2024-06-28,willingness to learn,S_SKILL,WILLING TO LEARN
30,2024-06-28,collaborative,S_SKILL,COLLABORATION AND TEAMWORK
30,2024-06-28,passionate,S_SKILL,PASSION AND ENTHUSIASM
30,2024-06-28,Terraform,LANG_FRAM,TERRAFORM
30,2024-06-28,Docker,LANG_FRAM,DOCKER
30,2024-06-28,Python,LANG_FRAM,PYTHON
30,2024-06-28,Ansible,H_SKILL,ANSIBLE
30,2024-06-28,Cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
30,2024-06-28,AWS,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
31,2024-06-28,"designing, testing, and validating hardware designs. FAQ",H_SKILL,TESTING
31,2024-06-28,OCaml,LANG_FRAM,OCAML
31,2024-06-28,OCaml,LANG_FRAM,OCAML
31,2024-06-28,RTL design,H_SKILL,RTL DESIGN
31,2024-06-28,"testing/integration, but you can also expect",H_SKILL,TESTING
31,2024-06-28,OCaml,LANG_FRAM,OCAML
31,2024-06-28,OCaml,LANG_FRAM,OCAML
31,2024-06-28,curious,S_SKILL,CURIOUS
31,2024-06-28,collaborative,S_SKILL,COLLABORATION AND TEAMWORK
31,2024-06-28,eager to learn,S_SKILL,WILLING TO LEARN
31,2024-06-28,writing,S_SKILL,WRITING
31,2024-06-28,Vivado,LANG_FRAM,VIVADO
31,2024-06-28,networking,H_SKILL,NETWORKING
32,2024-06-28,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
32,2024-06-28,Java,LANG_FRAM,JAVA
32,2024-06-28,C++,LANG_FRAM,C++
32,2024-06-28,Swift,LANG_FRAM,SWIFT
32,2024-06-28,Python,LANG_FRAM,PYTHON
32,2024-06-28,machine-learning algorithms,LANG_FRAM,MACHINE-LEARNING ALGORITHMS
32,2024-06-28,develop models,H_SKILL,DEVELOP MODELS
32,2024-06-28,2:1,REQUIREMENT,2:1
33,2024-06-28,transparency,S_SKILL,TRANSPARENCY
33,2024-06-28,curious,S_SKILL,CURIOUS
33,2024-06-28,collaborative,S_SKILL,COLLABORATION AND TEAMWORK
33,2024-06-28,working with a team,S_SKILL,COLLABORATION AND TEAMWORK
33,2024-06-28,collaborating,S_SKILL,COLLABORATION AND TEAMWORK
33,2024-06-28,portfolio,REQUIREMENT,PORTFOLIO
33,2024-06-28,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
33,2024-06-28,attention to detail,S_SKILL,ATTENTION TO DETAIL
33,2024-06-28,communication,S_SKILL,COMMUNICATION
33,2024-06-28,Bachelor's Degree,REQUIREMENT,BACHELOR'S
34,2024-06-28,OS,LANG_FRAM,OS
34,2024-06-28,iOS,LANG_FRAM,IOS
34,2024-06-28,MacOS,LANG_FRAM,MACOS
34,2024-06-28,Android,LANG_FRAM,ANDROID
34,2024-06-28,Configuration,LANG_FRAM,CONFIGURATION
34,2024-06-28,Microsoft Active,LANG_FRAM,MICROSOFT ACTIVE
34,2024-06-28,CPU usage,H_SKILL,CPU USAGE
34,2024-06-28,disk usage,H_SKILL,DISK USAGE
34,2024-06-28,network,H_SKILL,NETWORK
34,2024-06-28,resolving problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
34,2024-06-28,audit data centres,H_SKILL,AUDIT DATA CENTRES
34,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
34,2024-06-28,technical research,H_SKILL,TECHNICAL RESEARCH
34,2024-06-28,2:1,REQUIREMENT,2:1
35,2024-06-28,pig tracking,LANG_FRAM,PIG TRACKING
35,2024-06-28,passionate,S_SKILL,PASSION AND ENTHUSIASM
35,2024-06-28,growing technology,H_SKILL,GROWING TECHNOLOGY
35,2024-06-28,data analysis,H_SKILL,DATA ANALYSIS
35,2024-06-28,Bachelor,REQUIREMENT,BACHELOR'S
35,2024-06-28,computer skills,H_SKILL,COMPUTER SKILLS
35,2024-06-28,VB.NET,LANG_FRAM,VB.NET
35,2024-06-28,C#,LANG_FRAM,C#
35,2024-06-28,C++,LANG_FRAM,C++
35,2024-06-28,knowledge of computer networking,H_SKILL,NETWORKING
35,2024-06-28,OPC,LANG_FRAM,OPC
35,2024-06-28,analytical,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
35,2024-06-28,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
35,2024-06-28,Good oral and written communication,S_SKILL,COMMUNICATION
35,2024-06-28,understanding of scripting/coding,H_SKILL,CODING/PROGRAMMING
35,2024-06-28,hydraulic analysis,H_SKILL,HYDRAULIC ANALYSIS
35,2024-06-28,pipeline engineering,H_SKILL,PIPELINE ENGINEERING
35,2024-06-28,interest in pipeline or process simulation,H_SKILL,INTEREST IN PIPELINE OR PROCESS SIMULATION
36,2024-06-28,designing and building their solutions,H_SKILL,DESIGNING AND BUILDING THEIR SOLUTIONS
36,2024-06-28,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
36,2024-06-28,SharePoint,LANG_FRAM,SHAREPOINT
36,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
36,2024-06-28,Yammer,LANG_FRAM,YAMMER
36,2024-06-28,Microsoft Teams,LANG_FRAM,MICROSOFT TEAMS
36,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
36,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
36,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
36,2024-06-28,Canvas apps,H_SKILL,CANVAS APPS
36,2024-06-28,Power Automate,LANG_FRAM,POWER AUTOMATE
36,2024-06-28,Power Virtual,LANG_FRAM,POWER VIRTUAL
36,2024-06-28,Power BI,LANG_FRAM,POWER BI
36,2024-06-28,SharePoint,LANG_FRAM,SHAREPOINT
36,2024-06-28,SQL,LANG_FRAM,SQL
36,2024-06-28,Dataverse,LANG_FRAM,DATAVERSE
36,2024-06-28,Azure,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
36,2024-06-28,building and developing solutions,H_SKILL,BUILDING AND DEVELOPING SOLUTIONS
36,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
36,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
36,2024-06-28,writing and maintaining/reviewing,S_SKILL,WRITING AND MAINTAINING/REVIEWING
36,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
36,2024-06-28,Canvas apps,H_SKILL,CANVAS APPS
36,2024-06-28,Power Automate,LANG_FRAM,POWER AUTOMATE
36,2024-06-28,Power Virtual,LANG_FRAM,POWER VIRTUAL
36,2024-06-28,Power BI,LANG_FRAM,POWER BI
36,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
36,2024-06-28,Microsoft techs,H_SKILL,MICROSOFT TECHS
36,2024-06-28,SharePoint,LANG_FRAM,SHAREPOINT
36,2024-06-28,SQL,LANG_FRAM,SQL
36,2024-06-28,Dataverse,LANG_FRAM,DATAVERSE
36,2024-06-28,Azure,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
36,2024-06-28,Bachelor's degree,REQUIREMENT,BACHELOR'S
36,2024-06-28,2.1,REQUIREMENT,2:1
36,2024-06-28,C#,LANG_FRAM,C#
36,2024-06-28,JavaScript,LANG_FRAM,JAVASCRIPT
36,2024-06-28,React,LANG_FRAM,REACT
36,2024-06-28,problem-solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
36,2024-06-28,analytical,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
36,2024-06-28,communication,S_SKILL,COMMUNICATION
36,2024-06-28,teamwork,S_SKILL,COLLABORATION AND TEAMWORK
37,2024-06-28,testing,H_SKILL,TESTING
37,2024-06-28,track programme where together with a small cohort of like,H_SKILL,TRACK PROGRAMME WHERE TOGETHER WITH A SMALL COHORT OF LIKE
37,2024-06-28,problem-solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
37,2024-06-28,attention to detail,S_SKILL,ATTENTION TO DETAIL
37,2024-06-28,building relationships,S_SKILL,BUILDING RELATIONSHIPS
37,2024-06-28,communicate quickly and effectively,S_SKILL,COMMUNICATION
37,2024-06-28,Java,LANG_FRAM,JAVA
37,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
38,2024-06-28,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
38,2024-06-28,systems analysis,H_SKILL,SYSTEMS ANALYSIS
38,2024-06-28,designing and deploying an app for patients,H_SKILL,DESIGNING AND DEPLOYING AN APP FOR PATIENTS
38,2024-06-28,2:1,REQUIREMENT,2:1
39,2024-06-28,work with cutting-edge technology,S_SKILL,WORK WITH CUTTING-EDGE TECHNOLOGY
39,2024-06-28,Terrorism,H_SKILL,TERRORISM
39,2024-06-28,analysing stakeholder needs and expectations,H_SKILL,ANALYSING STAKEHOLDER NEEDS AND EXPECTATIONS
39,2024-06-28,collaborating,S_SKILL,COLLABORATION AND TEAMWORK
39,2024-06-28,effective teamwork,S_SKILL,COLLABORATION AND TEAMWORK
40,2024-06-28,designing and building their solutions,H_SKILL,DESIGNING AND BUILDING THEIR SOLUTIONS
40,2024-06-28,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
40,2024-06-28,SharePoint,LANG_FRAM,SHAREPOINT
40,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
40,2024-06-28,Yammer,LANG_FRAM,YAMMER
40,2024-06-28,Microsoft Teams,LANG_FRAM,MICROSOFT TEAMS
40,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
40,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
40,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
40,2024-06-28,Power Apps,LANG_FRAM,POWER APPS
40,2024-06-28,Power Automate,LANG_FRAM,POWER AUTOMATE
40,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
40,2024-06-28,Design and test,H_SKILL,DESIGN AND TEST
40,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
40,2024-06-28,Power Apps,LANG_FRAM,POWER APPS
40,2024-06-28,Power Automate,LANG_FRAM,POWER AUTOMATE
40,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
40,2024-06-28,Bachelor's degree,REQUIREMENT,BACHELOR'S
40,2024-06-28,2.1,REQUIREMENT,2:1
40,2024-06-28,leadership,S_SKILL,LEADERSHIP
40,2024-06-28,collaborate with colleagues,S_SKILL,COLLABORATION AND TEAMWORK
40,2024-06-28,communication skills,S_SKILL,COMMUNICATION
40,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
41,2024-06-28,Creating and implementing the mathematical models,H_SKILL,CREATING AND IMPLEMENTING THE MATHEMATICAL MODELS
41,2024-06-28,derivation,H_SKILL,DERIVATION
41,2024-06-28,Involvement in key transversal regulatory topics such as FRTB or LIBOR Decommissioning Interaction with risk teams,H_SKILL,INVOLVEMENT IN KEY TRANSVERSAL REGULATORY TOPICS SUCH AS FRTB OR LIBOR DECOMMISSIONING INTERACTION WITH RISK TEAMS
41,2024-06-28,VaR,LANG_FRAM,VAR
41,2024-06-28,Stressed VaR,LANG_FRAM,STRESSED VAR
41,2024-06-28,Masters,REQUIREMENT,MASTER'S
41,2024-06-28,PhD,REQUIREMENT,PHD
41,2024-06-28,programming skills,S_SKILL,PROGRAMMING SKILLS
41,2024-06-28,C++,LANG_FRAM,C++
41,2024-06-28,Python,LANG_FRAM,PYTHON
41,2024-06-28,Java,LANG_FRAM,JAVA
41,2024-06-28,R,LANG_FRAM,R
42,2024-06-28,project design team,S_SKILL,COLLABORATION AND TEAMWORK
42,2024-06-28,Master’s,REQUIREMENT,MASTER'S
42,2024-06-28,2:1,REQUIREMENT,2:1
42,2024-06-28,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
42,2024-06-28,solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
42,2024-06-28,solving technical challenges,H_SKILL,SOLVING TECHNICAL CHALLENGES
42,2024-06-28,developing sustainable solutions,H_SKILL,DEVELOPING SUSTAINABLE SOLUTIONS
42,2024-06-28,hydrogen design,H_SKILL,HYDROGEN DESIGN
42,2024-06-28,time data analytics,H_SKILL,TIME DATA ANALYTICS
42,2024-06-28,dedicated,S_SKILL,DEDICATED
42,2024-06-28,Perkbox,LANG_FRAM,PERKBOX
43,2024-06-28,Linux,LANG_FRAM,LINUX
43,2024-06-28,debugging kernel,H_SKILL,DEBUGGING KERNEL
43,2024-06-28,developing management tools,H_SKILL,DEVELOPING MANAGEMENT TOOLS
43,2024-06-28,resolving production issues,S_SKILL,RESOLVING PRODUCTION ISSUES
43,2024-06-28,Deployment automation,H_SKILL,DEPLOYMENT AUTOMATION
43,2024-06-28,scalable configuration management,H_SKILL,SCALABLE CONFIGURATION MANAGEMENT
43,2024-06-28,work directly with colleagues,S_SKILL,WORK DIRECTLY WITH COLLEAGUES
43,2024-06-28,build and maintain systems,H_SKILL,BUILD AND MAINTAIN SYSTEMS
43,2024-06-28,problem solvers,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
43,2024-06-28,Bachelor's degree,REQUIREMENT,BACHELOR'S
43,2024-06-28,technical discipline,H_SKILL,TECHNICAL DISCIPLINE
43,2024-06-28,managing/troubleshooting,H_SKILL,TROUBLESHOOTING
43,2024-06-28,Linux,LANG_FRAM,LINUX
43,2024-06-28,Linux,LANG_FRAM,LINUX
43,2024-06-28,Technical Support,H_SKILL,TECHNICAL SUPPORT
43,2024-06-28,DevOps,H_SKILL,DEVOPS
43,2024-06-28,analyse and deconstruct technical problems,H_SKILL,ANALYSE AND DECONSTRUCT TECHNICAL PROBLEMS
43,2024-06-28,Knowledgeable about operating system fundamentals,H_SKILL,KNOWLEDGEABLE ABOUT OPERATING SYSTEM FUNDAMENTALS
43,2024-06-28,Linux,LANG_FRAM,LINUX
43,2024-06-28,Unix,LANG_FRAM,UNIX
43,2024-06-28,shell,LANG_FRAM,SHELL
43,2024-06-28,perform basic troubleshooting,H_SKILL,TROUBLESHOOTING
43,2024-06-28,fundamental programming concepts,H_SKILL,CODING/PROGRAMMING
43,2024-06-28,experience with modern,H_SKILL,EXPERIENCE WITH MODERN
43,2024-06-28,Linux,LANG_FRAM,LINUX
43,2024-06-28,systems programming,H_SKILL,CODING/PROGRAMMING
43,2024-06-28,C,LANG_FRAM,C
44,2024-06-28,troubleshooting,H_SKILL,TROUBLESHOOTING
44,2024-06-28,communication skills,S_SKILL,COMMUNICATION
44,2024-06-28,C grades,LANG_FRAM,C GRADES
44,2024-06-28,2:1,REQUIREMENT,2:1
44,2024-06-28,degree,REQUIREMENT,DEGREE
45,2024-06-28,troubleshooting,H_SKILL,TROUBLESHOOTING
45,2024-06-28,communication skills,S_SKILL,COMMUNICATION
45,2024-06-28,C grades,LANG_FRAM,C GRADES
45,2024-06-28,Bengali 2:1,REQUIREMENT,2:1
45,2024-06-28,degree,REQUIREMENT,DEGREE
46,2024-06-28,troubleshooting,H_SKILL,TROUBLESHOOTING
46,2024-06-28,communication skills,S_SKILL,COMMUNICATION
46,2024-06-28,C grades,LANG_FRAM,C GRADES
46,2024-06-28,2:1,REQUIREMENT,2:1
46,2024-06-28,degree,REQUIREMENT,DEGREE
47,2024-06-28,designing and building their solutions,H_SKILL,DESIGNING AND BUILDING THEIR SOLUTIONS
47,2024-06-28,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
47,2024-06-28,SharePoint,LANG_FRAM,SHAREPOINT
47,2024-06-28,Power Platform,LANG_FRAM,POWER PLATFORM
47,2024-06-28,Yammer,LANG_FRAM,YAMMER
47,2024-06-28,Microsoft Teams,LANG_FRAM,MICROSOFT TEAMS
47,2024-06-28,Microsoft,LANG_FRAM,MICROSOFT
47,2024-06-28,Microsoft,LANG_FRAM,MICROSOFT
47,2024-06-28,deep understanding of the full capabilities,H_SKILL,DEEP UNDERSTANDING OF THE FULL CAPABILITIES
47,2024-06-28,SharePoint,LANG_FRAM,SHAREPOINT
47,2024-06-28,SharePoint,LANG_FRAM,SHAREPOINT
47,2024-06-28,Bachelor's degree,REQUIREMENT,BACHELOR'S
47,2024-06-28,2.1,REQUIREMENT,2:1
47,2024-06-28,leadership,S_SKILL,LEADERSHIP
47,2024-06-28,collaborate with colleagues,S_SKILL,COLLABORATION AND TEAMWORK
47,2024-06-28,communication skills,S_SKILL,COMMUNICATION
47,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
48,2024-06-28,C,LANG_FRAM,C
48,2024-06-28,solve complex problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
48,2024-06-28,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
48,2024-06-28,Splunk,LANG_FRAM,SPLUNK
48,2024-06-28,technical development,H_SKILL,TECHNICAL DEVELOPMENT
48,2024-06-28,proactive,S_SKILL,PROACTIVE
48,2024-06-28,problem-solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
48,2024-06-28,analytical,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
48,2024-06-28,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
48,2024-06-28,communications,S_SKILL,COMMUNICATION
48,2024-06-28,communicative with peers,S_SKILL,COMMUNICATION
48,2024-06-28,good team,S_SKILL,COLLABORATION AND TEAMWORK
48,2024-06-28,translate requirements into business and technology solutions,H_SKILL,TRANSLATE REQUIREMENTS INTO BUSINESS AND TECHNOLOGY SOLUTIONS
48,2024-06-28,"Analyse, design and develop best",H_SKILL,"ANALYSE, DESIGN AND DEVELOP BEST"
48,2024-06-28,define system/technology requirements,H_SKILL,DEFINE SYSTEM/TECHNOLOGY REQUIREMENTS
48,2024-06-28,"build, prioritise and track the product backlog",H_SKILL,"BUILD, PRIORITISE AND TRACK THE PRODUCT BACKLOG"
48,2024-06-28,identify and reduce risk within your team,H_SKILL,IDENTIFY AND REDUCE RISK WITHIN YOUR TEAM
48,2024-06-28,Develop,H_SKILL,DEVELOPMENT
48,2024-06-28,Agile tools and techniques,H_SKILL,AGILE
48,2024-06-28,Provide technology and gap analysis,H_SKILL,PROVIDE TECHNOLOGY AND GAP ANALYSIS
48,2024-06-28,Provide basic user training,H_SKILL,PROVIDE BASIC USER TRAINING
48,2024-06-28,Power User,LANG_FRAM,POWER USER
48,2024-06-28,Splunk Admin Cribl CCOE Admin A,LANG_FRAM,SPLUNK ADMIN CRIBL CCOE ADMIN A
48,2024-06-28,Splunk,LANG_FRAM,SPLUNK
48,2024-06-28,AWS,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
48,2024-06-28,Azure,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
48,2024-06-28,GCP,LANG_FRAM,GCP
48,2024-06-28,Elastic,LANG_FRAM,ELASTIC
49,2024-06-28,directed,S_SKILL,DIRECTED
49,2024-06-28,solving complex problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
49,2024-06-28,support of highly skilled colleagues,H_SKILL,SUPPORT OF HIGHLY SKILLED COLLEAGUES
49,2024-06-28,evolve and adapt to reflect this. A culture,S_SKILL,EVOLVE AND ADAPT TO REFLECT THIS. A CULTURE
49,2024-06-28,collaboration,S_SKILL,COLLABORATION AND TEAMWORK
50,2024-06-28,pig tracking,LANG_FRAM,PIG TRACKING
50,2024-06-28,passionate,S_SKILL,PASSION AND ENTHUSIASM
50,2024-06-28,growing technology,H_SKILL,GROWING TECHNOLOGY
50,2024-06-28,Preparation of quality plans,S_SKILL,PREPARATION OF QUALITY PLANS
50,2024-06-28,design reviews,H_SKILL,DESIGN REVIEWS
50,2024-06-28,application software and hardware,H_SKILL,APPLICATION SOFTWARE AND HARDWARE
50,2024-06-28,Bachelor,REQUIREMENT,BACHELOR'S
50,2024-06-28,analytical,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
50,2024-06-28,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
50,2024-06-28,Good oral and written communication,S_SKILL,COMMUNICATION
50,2024-06-28,Keen to work,S_SKILL,KEEN TO WORK
50,2024-06-28,hydraulic analysis,H_SKILL,HYDRAULIC ANALYSIS
50,2024-06-28,pipeline engineering,H_SKILL,PIPELINE ENGINEERING
50,2024-06-28,knowledge of computer networking,H_SKILL,NETWORKING
50,2024-06-28,interest in pipeline or process simulation,H_SKILL,INTEREST IN PIPELINE OR PROCESS SIMULATION
51,2024-06-28,CMM programming,H_SKILL,CODING/PROGRAMMING
51,2024-06-28,Ensuring Calibration readiness,H_SKILL,ENSURING CALIBRATION READINESS
51,2024-06-28,resolving calibration error,H_SKILL,RESOLVING CALIBRATION ERROR
51,2024-06-28,IT skills,S_SKILL,IT SKILLS
51,2024-06-28,CAD experience,H_SKILL,CAD EXPERIENCE
51,2024-06-28,Dimensional visualisation. Proven,H_SKILL,DIMENSIONAL VISUALISATION. PROVEN
51,2024-06-28,communication skills,S_SKILL,COMMUNICATION
